,Artist,Title,Days,T10,Pk,x,PkStreams,Total
7411,Jay Chou,說好不哭,1,14,22128,,22128,
7412,MAMAMOO,Chico malo,2,151,11227,,22103,
7413,Tiësto,Wasted,16,40,2059,,22091,
7414,Gary Chaw,SUPERWOMAN,11,100,2640,,22087,
7415,Bruno Mars,Treasure,6,71,5129,,22075,
7416,王ADEN,想了妳６次,2,186,11989,,22063,
7417,Jack Garratt,Surprise Yourself,11,132,2425,,22047,
7418,Whee In,Make Me Happy,3,134,8321,,22046,
7419,The Jackson 5,Santa Claus Is Coming To Town,5,122,8648,,22044,
7420,TAEYEON,Fashion,9,122,3321,,22041,
7421,SEVENTEEN,Circles,3,145,8348,,22033,
7422,Eason Chan,愛情轉移(國),8,100,4069,,22025,
7423,國泰世華銀行,美金的聲音(USD),2,53,15165,,22021,
7424,Armin van Buuren,"Sex, Love & Water",7,105,4536,,22021,
7425,Lil Dicky,$ave Dat Money,11,103,2631,,22019,
7426,RM,Forg_tful,2,104,12641,,22014,
7427,陳妍元,下次回家,6,97,4825,,22003,
7428,Coldplay,A Sky Full Of Stars,4,64,8038,,22000,
7429,Lil Wayne,Mona Lisa,7,123,3723,,21952,
7430,Jane Zhang,Dust My Shoulders Off,9,77,4536,,21903,
7431,Joey Yung,第一百個我 (國),7,103,4113,,21903,
7432,Matoma,Staying Up,7,75,5072,,21899,
7433,Gryffin,You Were Loved,3,148,8244,,21882,
7434,LBI利比,走向我是为了离开我,2,172,11277,,21881,
7435,Leslie Cheung,夜半歌聲,11,125,2362,,21875,
7436,GOT7,LAST PIECE,3,132,7741,,21835,
7437,ONE OK ROCK,Save Yourself,3,130,9141,,21808,
7438,Andy Lau,慢慢習慣,6,67,6149,,21803,
7439,Edmond Leung,拔河,9,135,2813,,21788,
7440,TAEYEON,When I Was Young,6,71,4858,,21772,
7441,Zhao Chuan,你過得還好嗎,5,89,5572,,21753,
7442,NERVO,It Feels,12,54,2389,,21743,
7443,LaLa Hsu,切歌 feat. ABAO阿爆 & Brandy,3,128,8570,,21735,
7444,Nick Jonas,Spaceman,3,148,7475,,21732,
7445,SuperM,One (Monster & Infinity),3,135,8456,,21714,
7446,88rising,The Weekend,3,144,7460,,21707,
7447,TANK 呂建忠,如果我變成回憶,4,189,5461,,21681,
7448,Leo王,拖油瓶,3,72,9064,,21665,
7449,Taylor Swift,Cruel Summer,2,190,11204,,21654,
7450,Grimes,Medieval Warfare,11,162,2313,,21637,
7451,Apink,Only One,10,108,2917,,21623,
7452,Alicia Keys,Blended Family (What You Do For Love),9,90,3739,,21621,
7453,Jeremy Zucker,you were good to me,5,162,5007,,21601,
7454,ZAYN,Connexion,3,136,8207,,21594,
7455,Wiz Khalifa,Rolling Papers 2,5,60,7262,,21580,
7456,Leo王,五千塊,3,70,9177,,21578,
7457,TAEYEON,Do You Love Me?,3,120,8603,,21575,
7458,Galantis,Tell Me You Love Me,6,111,4837,,21566,
7459,TAEYEON,11:11,5,48,7049,,21536,
7460,Nicki Minaj,No Frauds,7,70,5438,,21528,
7461,Sam Smith,VULGAR,2,148,11253,,21518,
7462,Martin Garrix,Pressure,3,128,8519,,21481,
7463,U2,American Soul,5,66,7322,,21477,
7464,Xiao Bing Chih,凡人,6,111,3917,,21469,
7465,Björk,Blissing Me,5,69,7043,,21457,
7466,Van Morrison,Brown Eyed Girl,15,79,2084,,21450,
7467,Beyoncé,CHURCH GIRL,3,124,8612,,21430,
7468,Ellie Goulding,Lost And Found,9,65,3229,,21427,
7469,Jay Chou,菊花台,7,80,4816,,21415,
7470,Drake,Elevate,6,117,4119,,21401,
7471,Lorde,Sober,6,80,5278,,21394,
7472,Jing Wen Tseng,我們,9,115,2856,,21391,
7473,Dua Lipa,Cool,3,113,8449,,21388,
7474,Claire Kuo,最美的等候,10,104,2646,,21385,
7475,the Huiting 陳惠婷,夢的解析,10,77,3483,,21359,
7476,Suming,眼淚不要掉下來,5,58,8069,,21337,
7477,Amazing Show,做事人,5,142,4958,,21301,
7478,Don Chu,手掌,4,105,7266,,21293,
7479,棱镜,你是有故事的人,7,139,3341,,21282,
7480,ONE OK ROCK,Let Me Let You Go,2,170,10675,,21274,
7481,N.E.R.D,Don't Don't Do It!,5,71,7088,,21256,
7482,Fetty Wap,679,10,62,3390,,21252,
7483,A,Lin,11,18,5029,,21251,
7484,Oh Wonder,Happy,3,129,7691,,21239,
7485,Yorushika,斜陽,2,122,11932,,21230,
7486,TWICE,FIREWORK,3,105,8232,,21206,
7487,盧學叡,早知道•愛,7,119,3844,,21201,
7488,Lenka,Blue Skies,12,83,2720,,21195,
7489,Ady Ann,不公平,6,70,4542,,21179,
7490,Dreamcatcher,Odd Eye,3,148,7497,,21178,
7491,玖壹壹,我的路,10,121,2608,,21171,
7492,Jess Lee,Only One I Care,7,63,5034,,21170,
7493,Eminem,Greatest,6,120,3803,,21145,
7494,LE SSERAFIM,"FEARNOT (Between you, me and the lamppost)",2,128,11484,,21134,
7495,勸世寶貝喵喵,喵電感應,10,104,2868,,21108,
7496,Katy Perry,The One That Got Away,15,94,2400,,21090,
7497,Maroon 5,Daylight,9,76,3278,,21067,
7498,Rita Ora,Big,3,141,7688,,21065,
7499,iKON,BUT YOU,3,139,8089,,21040,
7500,MAMAMOO,"1, 2, 3 Eoi!",2,81,12511,,21020,
7501,Show Luo,誰,10,108,2583,,21006,
7502,Jordan Rakei,Add the Bassline,11,164,2170,,21001,
7503,BTS,Crystal Snow,5,81,6195,,20999,
7504,Sofía Reyes,"1, 2, 3",7,146,3562,,20981,
7505,HUSH,都會感,10,105,2472,,20979,
7506,Sandy Lam,沙文,4,129,6372,,20978,
7507,Evangeline Wong,框不住的愛,6,83,6239,,20961,
7508,Shawn Mendes,Something Big,18,102,1251,,20959,
7509,Kelly Yu,何必,2,175,10577,,20939,
7510,Sia,Free Me,6,56,7476,,20938,
7511,RM,No.2,2,119,11741,,20937,
7512,Axwell /\ Ingrosso,Thinking About You,8,95,3094,,20934,
7513,Avicii,Peace Of Mind,4,83,7762,,20925,
7514,Kelsea Ballerini,Love Me Like You Mean It,11,117,2368,,20918,
7515,JC 陳詠桐,現任朋友,7,105,3931,,20878,
7516,Stefanie Sun,天黑黑,10,89,2981,,20849,
7517,MAMAMOO,Another Day,3,118,7683,,20839,
7518,TAEYEON,Lonely Night,6,81,4635,,20838,
7519,A,Lin,5,165,4502,,20829,
7520,JJ Lin,身為風帆,5,90,4654,,20822,
7521,iKON,#WYD,8,65,4531,,20809,
7522,Saigenji,塩と奇跡,9,83,3571,,20798,
7523,HIGHLIGHT,Loved,5,118,5055,,20779,
7524,Kim Kyung Hee,Our Beloved Summer,3,173,7384,,20774,
7525,RM,Hectic,2,118,11746,,20772,
7526,NCT DREAM,Don’t Need Your Love,5,166,4424,,20766,
7527,Quarterback,一鏡到底,5,66,6974,,20750,
7528,Maggie Chiang,我又想起你,7,114,3535,,20712,
7529,JOY,Hello,3,97,8592,,20694,
7530,TAEYEON,Circus,5,77,5036,,20672,
7531,ONE OK ROCK,We Are,7,84,4093,,20643,
7532,Carly Rae Jepsen,All That,14,82,2292,,20640,
7533,Aimer,カタオモイ,3,169,7066,,20636,
7534,Mayday,少年他的奇幻漂流,9,127,2944,,20627,
7535,Bae Lin,追風箏的人,7,110,4325,,20626,
7536,Macklemore,Marmalade,8,140,2985,,20620,
7537,Kanye West,No Mistakes,5,71,6417,,20618,
7538,Soo Wincci,寂寞收據 (Loneliness Receipts),4,133,5303,,20611,
7539,Asiaboy 禁藥王 ＆ Lizi 栗子,早上起床,3,161,7449,,20584,
7540,利綺,愛太遠,8,135,2795,,20581,
7541,Linkin Park,Given Up,4,48,10327,,20564,
7542,NCT U,Baggy Jeans,2,176,10389,,20564,
7543,Sam Smith,HIM,5,75,5396,,20563,
7544,Di Ma,南山南,9,121,3168,,20531,
7545,Andy Grammer,Don't Give Up On Me,5,169,4342,,20524,
7546,Ed Sheeran,Shivers,3,159,7137,,20509,
7547,Koala Liu,就因為,6,104,3918,,20504,
7548,A,Mei Chang,8,61,5414,,20483,
7549,Alan Walker,Somebody Like U,3,152,7476,,20481,
7550,Yellow Claw,Good Day,7,66,5264,,20468,
7551,Jason Mraz,I Won't Give Up,11,131,4611,,20464,
7552,R,chord,10,145,2452,,20453,
7553,William Chan,1121 (國),9,78,3427,,20450,
7554,Bruno Mars,Perm,6,80,5955,,20438,
7555,Nicky Romero,Lighthouse,10,98,2663,,20411,
7556,The Barden Bellas,Convention Performance,15,119,1610,,20410,
7557,Avicii,So Much Better,5,69,5743,,20402,
7558,Evangeline Wong,框不住的愛,5,61,5485,,20384,
7559,許慧欣,學會,6,123,4066,,20381,
7560,The Weeknd,Stargirl Interlude,7,96,3585,,20381,
7561,Jimmy Lin,一步之遙,5,97,5449,,20372,
7562,Daya,Cool,8,74,4659,,20369,
7563,Sia,Move Your Body,7,61,6121,,20356,
7564,MONSTA X,Love Killa,3,162,7595,,20333,
7565,Little Mix,Strip,3,62,7860,,20332,
7566,MisterWives,Reflections,16,80,1506,,20325,
7567,Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),3,161,7161,,20322,
7568,Jam Hsiao,"誰是英雄 (""蒼天英雄誌"" 遊戲主題曲)",5,65,7215,,20315,
7569,Flux,星象說,8,86,3688,,20303,
7570,space x,银河里的繁星,3,166,6830,,20273,
7571,Stefanie Sun,超人類,6,119,4378,,20263,
7572,AGA,朋友,6,112,3786,,20257,
7573,SUPER JUNIOR,Devil,9,65,3296,,20254,
7574,Black Eyed Peas,STREET LIVIN',4,72,7492,,20237,
7575,Taylor Swift,marjorie,3,188,7081,,20232,
7576,Maroon 5,Unkiss Me,9,1,6,,7818,20230.0
7577,Steve Chou,出賣,6,95,3966,,20227,
7578,Shawn Mendes,Particular Taste,5,83,5543,,20191,
7579,RM,Change pt.2,2,125,11466,,20185,
7580,Era Istrefi,Bonbon,8,135,3173,,20107,
7581,Fiona Sit,天生一對,5,82,6450,,20087,
7582,Uu,那女孩对我说,4,144,5718,,20083,
7583,TAEYEON,수채화 Love in Color,6,83,4487,,20067,
7584,A,Mei Chang,8,113,3147,,20059,
7585,JJ Lin,學不會,10,56,3505,,20058,
7586,Phoebe,在愛情裡,6,105,4221,,20053,
7587,Ado,ビンクスの酒,3,186,6879,,20047,
7588,Queen,We Will Rock You,6,120,4281,,20038,
7589,Bruno Mars,Grenade,7,100,4384,,20032,
7590,KARD,You In Me,6,72,5901,,20027,
7591,Frandé,我只是你的愛人,6,91,4949,,19996,
7592,CHUNG HA,X,3,159,7363,,19995,
7593,Nicki Minaj,Last Time I Saw You,2,171,10360,,19986,
7594,Shin,暗藏後悔,6,71,4839,,19975,
7595,珂拉琪,'ADINGO,2,109,10512,,19962,
7596,IU,Next Stop,2,105,10856,,19954,
7597,BLACKPINK,DDU,4,91,6739,,19937,
7598,Cheer Chen,太聰明,5,150,4841,,19935,
7599,TAEMIN,최면 Hypnosis,9,96,2929,,19933,
7600,Linkin Park,Breaking The Habit,4,52,9867,,19915,
7601,Yaowen Liu,Got You,3,167,6753,,19913,
7602,Darlene Love,Christmas (Baby Please Come Home),2,139,10681,,19864,
7603,Daryl Hall & John Oates,Jingle Bell Rock,3,84,7790,,19862,
7604,Landy Wen,底線,9,94,2984,,19860,
7605,肖懿航,圈套,5,107,5241,,19860,
7606,The Gregory Brothers,Chicken Attack,7,116,3259,,19857,
7607,U2,You’re The Best Thing About Me,4,49,8896,,19852,
7608,Das Sound Machine,Jump,15,125,1566,,19846,
7609,Sam Smith,The Lighthouse Keeper,2,109,10958,,19835,
7610,深白色二人組,魚在水裡哭,4,127,5154,,19829,
7611,A,Lin,9,33,4701,,19821,
7612,Naeleck,Christmas Kaboom,2,131,10715,,19819,
7613,Ivyan,等,6,76,4993,,19816,
7614,Jeff Chang,我多麼羨慕你,8,96,3626,,19813,
7615,Shawn Mendes,Why,5,86,5406,,19804,
7616,Avicii,Bad Reputation,4,97,6853,,19786,
7617,Mayday,倔強,10,122,2428,,19776,
7618,Leo王,長大十八歲,3,91,7952,,19752,
7619,Jason Hong,半夢半醒忽然之間,7,113,3522,,19748,
7620,ZAYN,Love Like This,2,154,10141,,19747,
7621,Eason Chan,心的距離(國),10,109,2512,,19747,
7622,The Chainsmokers,My Bad,2,161,10091,,19737,
7623,Linkin Park,From The Inside,4,50,9993,,19726,
7624,TOR Saksit,Falling Into You,5,76,5389,,19716,
7625,羅小白,UUU,7,61,4832,,19661,
7626,YOON MIRAE,Because of You,9,83,3361,,19651,
7627,Emma Wu,Sugar Rush,8,92,3677,,19649,
7628,Gavin James,22,7,68,3825,,19603,
7629,Tweet,Drunk,8,97,3353,,19602,
7630,Handsome Ghost,Steps,11,50,2383,,19601,
7631,K,391,6,123,3968,,19599,
7632,Francesco Yates,Nobody Like You,7,63,4013,,19598,
7633,MC HotDog,離開,10,111,3213,,19589,
7634,EggPlantEgg,波克比的愛,6,144,3775,,19574,
7635,Ed Sheeran,Shape of You,6,56,7164,,19559,
7636,Bae Lin,不安眠,4,66,5142,,19537,
7637,Mayday,人生海海,5,63,6691,,19535,
7638,黃小琥,沒那麽簡單,2,181,9766,,19518,
7639,Why Don't We,With You This Christmas,3,126,6924,,19513,
7640,The Pogues,Fairytale of New York,5,77,5673,,19509,
7641,Eric Nam,Paradise,3,131,8272,,19506,
7642,The Vamps,Wake Up,10,114,2444,,19490,
7643,Jackson Wang,Slow,2,161,10347,,19485,
7644,Pitbull,Greenlight,8,103,3320,,19484,
7645,Showmaîn,玩T!nder找不到真愛,2,192,9758,,19481,
7646,TWICE,MAKE ME GO,3,117,7594,,19480,
7647,SUPER JUNIOR,One More Time (Otra Vez),5,68,6478,,19478,
7648,R3HAB,Whiplash,5,55,6765,,19468,
7649,Petit Biscuit,Problems,5,83,5053,,19464,
7650,方宥心,心橋,7,109,3490,,19463,
7651,Stefanie Sun,充氧期,6,144,3934,,19454,
7652,Princess Ai,對的人,7,110,3942,,19428,
7653,Robin Schulz,Unforgettable,5,74,5414,,19427,
7654,Daniel Marcy,,1,13,19422,,19422,
7655,KDA,Turn The Music Louder (Rumble),10,141,2185,,19412,
7656,ØZI,Paradise Island,4,138,5805,,19409,
7657,Ellie Goulding,Army,8,93,3148,,19398,
7658,Della,一半,8,87,3451,,19390,
7659,Miley Cyrus,Thinkin',5,65,5798,,19387,
7660,Ariel Tsai,雨季,2,185,9852,,19380,
7661,TIA RAY,消失的愛人,6,115,3770,,19374,
7662,Lady Gaga,John Wayne,8,75,4645,,19370,
7663,Twenty One Pilots,My Blood,4,60,6181,,19368,
7664,Morrison 馬仕釗,人類廢品(電視劇《誰在你身邊Who’s By Your Side》片尾曲),3,175,6520,,19368,
7665,TWICE,STUCK IN MY HEAD,3,83,8195,,19360,
7666,Charli xcx,Speed Drive (From Barbie The Album),2,164,9787,,19359,
7667,Hu Xia,直覺(影視劇《為了你我願意熱愛整個世界》插曲),5,94,6295,,19346,
7668,國泰世華銀行,新台幣的聲音(TWD),2,64,13042,,19332,
7669,TAEYEON,City Love,3,133,7681,,19306,
7670,Fall Out Boy,"Ghostbusters (I'm Not Afraid) (from the ""Ghostbusters"" Original Motion Picture Soundtrack)",8,138,2936,,19305,
7671,柯智棠,Goodbye & Goodnight(英文版),10,115,2235,,19300,
7672,Ariana Grande,Side To Side,6,56,6078,,19290,
7673,Pets Tseng,不過失去了一點點,12,47,4002,,19289,
7674,Fan Yi Chen,揮之不去,6,108,4286,,19262,
7675,Mike Perry,Inside the Lines,9,120,2987,,19255,
7676,李千娜,怎麼不一樣呢 (《百味小廚神 中元大餐》插曲),2,183,9689,,19253,
7677,C.T.O,牽著我,4,66,6903,,19248,
7678,Xiao Qiu,彼此彼此,5,70,4466,,19244,
7679,Liam Payne,Naughty List,2,119,10607,,19239,
7680,Pentatonix,Any Way You Want It (World Championship Medley),14,79,2192,,19233,
7681,Dua Lipa,Pretty Please,3,140,7361,,19227,
7682,Shawn Mendes,Because I Had You,5,92,5214,,19217,
7683,Evangeline Wong,Carbon Dioxide,3,181,6527,,19205,
7684,David Bowie,Heroes,6,57,5181,,19202,
7685,Drake,Get It Together,7,130,3413,,19190,
7686,mgk,my ex's best friend,3,192,6774,,19183,
7687,柯智棠,The Joy Of Sorrow,3,194,6861,,19177,
7688,李蘋果,夢想,7,140,3481,,19168,
7689,BTOB,Come with Eerie (Music from Telemonster),9,117,2792,,19164,
7690,Carly Rae Jepsen,Your Type,7,39,5044,,19154,
7691,XG,TGIF,2,190,9830,,19120,
7692,顏力妃,忙著說再見,7,130,3043,,19103,
7693,Joker Xue,念,2,183,9588,,19092,
7694,Doja Cat,Attention,2,177,9700,,19086,
7695,Amber Kuo,單飛,6,107,3564,,19085,
7696,Amazing Show,電火王,5,141,4834,,19083,
7697,Leo王,漏水的房間,3,86,8152,,19074,
7698,Florida Georgia Line,Simple,6,179,3423,,19061,
7699,Jess Lee,情敵,5,99,5805,,19041,
7700,Avicii,Ain't A Thing ( feat. Bonn),4,102,6613,,19038,
7701,A,Lin,2,177,9516,,19020,
7702,Sandee Chan,那日下午,10,115,2364,,19001,
7703,九澤CP,愛在你身邊,2,179,9783,,18994,
7704,R,chord,9,41,4982,,18980,
7705,Maroon 5,Love Somebody,7,61,3655,,18953,
7706,Maroon 5,Lucky Strike,7,63,3650,,18949,
7707,Meghan Trainor,TREAT MYSELF,4,66,6520,,18944,
7708,Mixer,天生寂寞,2,183,9568,,18927,
7709,Jam Hsiao,被遺忘的時光,9,130,2699,,18923,
7710,Carly Rae Jepsen,Emotion,10,74,2793,,18916,
7711,Tanya Chua,Om Tara,2,81,11273,,18914,
7712,Daniel Lo,單向人生,7,143,3296,,18895,
7713,Dua Lipa,Lost In Your Light,5,42,8161,,18889,
7714,Tong En,一下下(椎心版),5,90,4512,,18881,
7715,Ariana Grande,R.E.M,5,87,5349,,18855,
7716,Dua Lipa,Love Again,3,153,6988,,18838,
7717,Yoga Lin,Fool,4,152,5480,,18821,
7718,Justin Bieber,All Around Me,3,133,7142,,18796,
7719,Leo王,藝術家脾氣,3,103,7471,,18795,
7720,Yuuri,ベテルギウス,2,180,9591,,18794,
7721,BTS,MIC Drop (Steve Aoki Remix) [Full Length Edition],6,123,3537,,18790,
7722,Leehom Wang,"緣分一道橋 (電影""長城""片尾曲)",7,122,3197,,18788,
7723,珂拉琪,TORATORAW,2,119,9936,,18765,
7724,Sabrina Carpenter,Almost Love,6,164,3332,,18755,
7725,Miley Cyrus,Younger Now,6,75,5567,,18754,
7726,Pets Tseng,不再怕寂寞,8,98,3251,,18754,
7727,Jun Xu,29,5,74,6444,,18749,
7728,Clean Bandit,Tick Tock,3,176,6599,,18747,
7729,Lu Xianghui,釋懷前,6,75,4214,,18747,
7730,ABAO,1,2,127,10364,,18742,
7731,Hardwell,Creatures Of The Night,6,67,5656,,18724,
7732,Niall Horan,Black And White,3,166,6547,,18724,
7733,Joker Xue,你还要我怎样,7,149,3297,,18718,
7734,Della,勇敢一次,5,99,5116,,18681,
7735,Fish Leong,我們就到這,6,137,3520,,18677,
7736,Tom Jay Williams,Closure,6,73,5288,,18672,
7737,Meghan Trainor,My Kind Of Present,2,122,10443,,18670,
7738,The Weeknd,Attention,7,107,3452,,18670,
7739,TAEYANG,"눈,코,입(Eyes, Noes, Lips)",10,143,2147,,18664,
7740,落日飛車 Sunset Rollercoaster,我是一隻魚,3,152,7005,,18661,
7741,Green Day,Still Breathing,6,50,6615,,18653,
7742,陳予新,無痛分手 (東森戲劇台韓劇《上流愛情》片尾曲),4,57,5799,,18651,
7743,Fall Out Boy,Immortals,16,123,1414,,18650,
7744,DEAN,Pour Up,7,71,3666,,18649,
7745,Otto Knows,Back Where I Belong,5,75,6433,,18638,
7746,Coldplay,Kaleidoscope,5,85,5135,,18626,
7747,Olly Murs,Unpredictable,6,77,5017,,18617,
7748,宋冬野,鴿子,7,132,3050,,18617,
7749,Peggy Hsu,一起搖擺吧,6,72,3790,,18615,
7750,Waa Wei,無聲電影(Live),4,77,6993,,18615,
7751,Drake,Gyalchester,7,134,3225,,18590,
7752,G,Eazy,3,165,6555,,18585,
7753,黃宇韶,離別,6,87,4411,,18569,
7754,Landy Wen,我全都相信,6,84,4191,,18562,
7755,B.I,BTBT,3,195,6291,,18521,
7756,DJ Snake,Maradona Riddim,4,66,6567,,18516,
7757,Yoga Lin,傻子,10,126,2255,,18513,
7758,Waa Wei,沒事不哭,2,69,11560,,18498,
7759,Crispy脆樂團,編織星空的人,6,102,4557,,18471,
7760,Angela Chang,Go,7,86,4029,,18458,
7761,Yvonne,無誤,7,127,3227,,18456,
7762,Tiësto,10:35,2,131,10284,,18447,
7763,SuperM,100,3,170,6365,,18436,
7764,Christine Fan,我們的紀念日,5,141,3927,,18419,
7765,Avicii,Dear Boy,3,37,10091,,18417,
7766,Jia Jia,我沒資格,6,164,3390,,18412,
7767,劉惜君,遙遠的歌,4,80,4866,,18408,
7768,MINO,BODY,9,119,3058,,18383,
7769,Coldplay,Trouble,4,76,6599,,18377,
7770,Pitbull,Free Free Free,3,53,7386,,18357,
7771,TWICE,When We Were Kids,2,106,10392,,18353,
7772,POPO J,打破他,3,174,6224,,18348,
7773,Jay Chou,我不配,9,82,2739,,18316,
7774,Hearts & Colors,Fireflies,10,67,2528,,18313,
7775,James Blunt,Love Me Better,6,66,5194,,18291,
7776,Jessie Ware,Till The End,9,177,2453,,18289,
7777,Diana Wang,徠卡味,5,100,5064,,18285,
7778,Claire Kuo,心牆,5,124,4811,,18271,
7779,TWICE,Gone,2,105,10453,,18269,
7780,The Knocks,TROUBLE,7,100,4143,,18266,
7781,Lizzo,Special,2,153,9186,,18261,
7782,AmPm,Turn Your Love Around,4,64,7008,,18234,
7783,MIKA,Stardust,7,61,4679,,18216,
7784,Demi Lovato,Ain't No Way,4,68,7184,,18190,
7785,EZU 黃奕儒,你我,5,84,4394,,18163,
7786,The Weeknd,Scared To Live,3,168,6302,,18160,
7787,Kanye West,Yikes,5,118,3966,,18158,
7788,Koala Liu,愛在 我也在,5,98,5075,,18153,
7789,Hu Xia,同類,4,120,5425,,18145,
7790,告五人,愛你我沒問題,2,149,9859,,18126,
7791,Maggie Chiang,親愛的你怎麼不在身邊,9,107,3041,,18119,
7792,ITZY,LOCO,1,21,18083,,18083,
7793,Mayday,軋車,5,65,6485,,18059,
7794,Beast,Highlight,6,75,4020,,18025,
7795,陳霓 SHINY CHEN NI,小世界,7,89,3168,,18006,
7796,Lewis Capaldi,Pointless,2,155,9408,,17997,
7797,Linkin Park,Waiting For The End,4,62,8910,,17984,
7798,Kings of Leon,Waste A Moment,7,56,5064,,17981,
7799,C.T.O,Insomnia,5,94,5597,,17966,
7800,Paramore,Told You So,5,65,5059,,17959,
7801,Eason Chan,漸漸,3,80,8347,,17941,
7802,Mayday,我心中尚未崩壞的地方,5,73,5603,,17939,
7803,TWICE,RAINBOW,3,128,6864,,17897,
7804,WINNER,ISLAND,6,118,3339,,17893,
7805,Kumachan,Φ.兇宅,7,88,3177,,17881,
7806,Coldplay,Army of One,5,90,4874,,17867,
7807,Enrique Iglesias,Bailando,8,19,3491,,17857,
7808,DJ Khaled,Shining,6,66,5260,,17849,
7809,Perry Como,It's Beginning to Look a Lot Like Christmas,3,117,7485,,17843,
7810,蘇慧倫,安和,2,77,10858,,17842,
7811,The Weeknd,Privilege,5,130,4006,,17837,
7812,ONE OK ROCK,The Beginning,8,127,3004,,17827,
7813,Queen Wei,聽見下雨的聲音,16,158,1300,,17812,
7814,R3HAB,Good Intentions,5,89,5227,,17791,
7815,Camila Cabello,Consequences,4,58,7628,,17785,
7816,Sandee Chan,獨處,5,84,5555,,17781,
7817,Melody,揮之不去,4,112,5656,,17779,
7818,CoCo Lee,战歌,1,74,17771,,17771,
7819,Frandé,我只是你的愛人(DinPei Remix),5,84,5707,,17760,
7820,Tove Lo,Talking Body,8,54,2559,,17738,
7821,Ricky Hsiao,家門口,8,111,3245,,17732,
7822,Gryffin,You Remind Me,3,83,7203,,17731,
7823,Emeli Sandé,Hurts,8,111,3072,,17692,
7824,Jay Chou,可愛女人,2,111,10916,,17682,
7825,j,hope,4,65,6926,,17681,
7826,Jung Yong Hwa,Checkmate,12,127,1924,,17680,
7827,G.E.M.,再見,6,67,4973,,17667,
7828,Ed Sheeran,Candle In The Wind,4,69,6346,,17663,
7829,The Weeknd,Where You Belong,12,46,3168,,17658,
7830,One Direction,If I Could Fly,9,159,2114,,17651,
7831,ZAYN,sHe,6,81,3627,,17643,
7832,A,do,6,91,3796,,17621,
7833,JONGHYUN,Dress Up,7,82,3683,,17616,
7834,Camila Cabello,Inside Out,4,56,7755,,17602,
7835,Kris Kross Amsterdam,Are You Sure?,6,123,3911,,17590,
7836,(G)I,DLE,2,113,9670,,17573,
7837,JONGHYUN,빛이 나 Shinin',5,85,5807,,17556,
7838,A,Lin,5,91,4749,,17555,
7839,Stray Kids,MOUNTAINS,1,94,17553,,17553,
7840,Gigi Leung,淚光,5,115,4156,,17535,
7841,The Cranberries,Dreams,3,59,9140,,17513,
7842,TWICE,GIRLS LIKE US,3,97,7418,,17499,
7843,Big Sean,No Favors,7,118,3571,,17498,
7844,wannasleep,情書,3,145,6523,,17491,
7845,AWOLNATION,I'm On Fire,11,32,3618,,17486,
7846,Cessyl Orchestra,The Roof Is Broke,15,127,1444,,17485,
7847,曹雅雯,鹹汫 (微電影《夜酌》主題曲),2,102,9619,,17482,
7848,Camila Cabello,Something's Gotta Give,4,61,7396,,17475,
7849,Chord Overstreet,Hold On,5,109,4693,,17438,
7850,Jake Owen,Real Life,8,76,2968,,17431,
7851,Bastille,Pompeii,14,107,2029,,17431,
7852,CoCo Lee,So Crazy,1,78,17418,,17418,
7853,j,hope,4,66,6893,,17417,
7854,AOA,Bingle Bangle,5,86,5115,,17416,
7855,BTS,쩔어 DOPE,6,63,4916,,17410,
7856,Rihanna,Sledgehammer,7,86,4038,,17377,
7857,Z,Chen,8,137,3041,,17371,
7858,Maroon 5,New Love,9,15,5719,,17371,
7859,Linkin Park,Shadow Of The Day,4,68,8200,,17366,
7860,SEVENTEEN,Oh My!,6,159,3056,,17356,
7861,F.I.R.,星火,5,179,3647,,17340,
7862,Sam Feldt,Runaways,6,104,3711,,17339,
7863,Bii,心時代,8,57,3743,,17338,
7864,j,hope,4,67,6812,,17328,
7865,Twinko,夢遊症,5,66,5995,,17327,
7866,Aminé,Caroline,8,182,2499,,17313,
7867,The Weeknd,Tell Your Friends,8,61,3606,,17286,
7868,Sigala,You for Me,3,173,5942,,17283,
7869,Hins Cheung,吻得太逼真,5,81,4287,,17274,
7870,Silk Ye,半生雪,2,189,8869,,17258,
7871,Queen Suitcase,人間惆悵客,7,74,3350,,17248,
7872,Coldplay,Miracles,8,44,3162,,17242,
7873,A,Mei Chang,10,117,2064,,17242,
7874,Jack Ü,Mind,7,121,3152,,17235,
7875,Tom Speight,Something to Say,7,88,3599,,17231,
7876,Fang Wu,孤獨的總和,10,142,2023,,17200,
7877,9m88,Inner,2,59,10845,,17196,
7878,EXO,CBX,8,143,2420,,17195,
7879,ONE OK ROCK,Change,6,138,4158,,17191,
7880,Coldplay,Speed of Sound,4,82,6102,,17186,
7881,OFFICIAL HIGE DANDISM,Subtitle,2,190,8581,,17154,
7882,Calvin Harris,By Your Side,3,152,6470,,17153,
7883,IU,You,2,130,9348,,17153,
7884,Yoyo Sham,換氣,4,151,4686,,17143,
7885,Twenty One Pilots,Morph,4,36,8680,,17141,
7886,Grady Guan,想送你的禮物,5,104,4642,,17113,
7887,Jonas Brothers,I Need You Christmas,2,133,9519,,17112,
7888,羅美玲,影子,5,95,4969,,17099,
7889,(G)I,DLE,2,119,9379,,17099,
7890,9m88,如果可以,2,60,10752,,17094,
